timestamp,node_cpu_usage_percent,node_memory_usage_percent,node_disk_usage_percent,pod_restart_count,pod_cpu_usage_percent,pod_memory_usage_percent,network_receive_bytes,network_transmit_bytes,http_error_rate,response_time_ms,issue_type
2025-02-21 19:59:13.671565,47.450712295168486,43.643604769659454,53.21505269512778,0,25.984868670970943,24.4958671458483,7668.065365329706,2255.6510545505075,76.33010948428493,640.8249137477266,service_disruption
2025-02-21 20:04:13.671565,37.92603548243223,43.19878837424219,56.94500536946347,0,14.241114714424894,48.21984233988371,4358.490548195896,3481.554467689086,3.564654639122982,57.9699420982937,none
2025-02-21 20:09:13.671565,90.27931483710456,88.18316807075665,92.15145425384813,0,19.05696119406589,38.52764263279154,5314.9045427497895,1412.3408860855839,0.09585594889445105,121.49640243694458,resource_exhaustion
2025-02-21 20:14:13.671565,62.84544784612038,45.04864712447844,61.1041804694612,0,34.35188074931068,71.83725116030632,4989.450007235367,2643.6087944779806,8.301437725707634,113.41705133975657,none
2025-02-21 20:19:13.671565,36.48769937914996,60.99243622732617,71.97178531461913,0,23.42203230403785,16.98864745073598,5655.894114815535,2236.7470123306416,2.7199821591430107,146.90152654334304,none
2025-02-21 20:24:13.671565,36.487945645762295,30.886518213848074,52.28957842858795,0,42.833859762413425,26.940712936725696,4785.31106714078,2857.794013390568,1.9550654799749552,139.49776460772506,none
2025-02-21 20:29:13.671565,63.688192232610874,65.72723976575888,70.00820497768414,0,18.29320716496305,40.180383771879136,5019.38334142915,2784.3536247950387,2.7738159676219962,141.20545609410803,none
2025-02-21 20:34:13.671565,51.51152093729363,57.316622316265075,52.183279276531124,0,40.182204292344586,49.975170436489705,8583.024698277868,3130.5789911230227,74.85379061361216,554.4071755054367,service_disruption
2025-02-21 20:39:13.671565,32.95788421097572,38.98650017043443,51.523727875031156,0,25.66950685261629,49.29617784042088,6049.496032927038,3465.143860365109,4.268480061470201,140.95530086029265,none
2025-02-21 20:44:13.671565,48.13840065378947,47.87705543993229,68.18594618343214,0,43.07533880317538,41.26744891384983,5765.335976424358,3966.6069225579577,85.3185259438556,639.3171259648184,service_disruption
2025-02-21 20:49:13.671565,33.04873460781307,73.9748271146155,69.21936378007616,0,35.05631051253113,45.28588543117611,6643.554412074494,4041.799080733669,1.8062506677463213,61.92227167918738,none
2025-02-21 20:54:13.671565,33.01405369644615,61.00321720258799,68.51409936762654,0,31.92504937018674,41.77650469093448,2762.3617216116386,2762.8805964607677,1.5221896246299187,184.36324579025174,none
2025-02-21 20:59:13.671565,43.629434073490515,50.131754823472214,46.84202591781859,0,36.644002490290504,55.74048395526469,7035.212969243754,2409.089846399115,6.230768194660828,176.38618008123098,none
2025-02-21 21:04:13.671565,11.300796330133032,46.434750245585235,55.340490219279495,0,42.2665386508242,31.656175537851656,5605.726733570006,2212.2343504074493,0.19769354046703455,98.25567408188604,none
2025-02-21 21:09:13.671565,14.126232512304508,51.14913605677489,68.22988592003321,0,29.49196402117594,33.35513650839201,3765.8737503022667,2677.603171470597,4.696546569278612,93.23042777058788,none
2025-02-21 21:14:13.671565,31.56568706138541,42.32354663086545,60.415418405638945,0,11.23002473492446,50.34149472647285,4807.509664792661,2012.1684554579797,0.9502983510091186,60.73729974061658,none
2025-02-21 21:19:13.671565,24.80753319498364,18.42875741421478,49.26307153802536,8,100.78504571776844,95.37254924764798,6066.321848098877,3469.652079112705,3.7405625342884377,229.2066652664083,pod_failure
2025-02-21 21:24:13.671565,44.71370998892911,80.63266865802096,64.58317939125442,0,27.287552624832504,30.48627303395967,5172.390555492996,4023.464059583065,0.4963142595743578,9.684135385906934,none
2025-02-21 21:29:13.671565,26.37963886718184,52.32987498799102,52.851927410085295,0,55.59899259768538,43.61773832729134,7172.329325378107,1475.3787538802128,1.7385550970999752,232.1992538185253,none
2025-02-21 21:34:13.671565,18.815444479970626,55.972208976838054,77.94524848392211,0,23.973083130096025,34.323595081303715,3496.979366290407,3009.48527789702,4.287579371038616,50.37083475230118,none
2025-02-21 21:39:13.671565,61.98473153382331,49.13138375184637,75.44841462418259,0,26.192041461643647,48.32148683638492,2749.8646872613513,4555.953574056054,1.242986339523917,119.9110949707996,none
2025-02-21 21:44:13.671565,36.61335549270196,38.97324798913118,66.04097426355567,0,37.44445473233141,15.380876902064685,3475.9438714615326,1518.3919560976003,2.001584321677221,92.4135683182363,none
2025-02-21 21:49:13.671565,41.012923070318855,47.21113278576844,73.61006704769774,0,37.61582852127378,34.81414489764955,4180.661867353822,4477.23331265932,2.4411827033452003,105.44760376692213,none
2025-02-21 21:54:13.671565,18.628777206798148,26.009078567085332,60.64791350123381,0,34.22623717567174,31.386865443673237,5268.343618655165,2140.1954413900717,1.327655620764846,231.09610454099578,none
2025-02-21 21:59:13.671565,99.13226535774747,95.22677349466205,90.06173440345786,0,24.400741624867578,34.864690392201126,4337.095094681457,2392.8165850730893,1.8772308275994607,65.20391073777473,resource_exhaustion
2025-02-21 22:04:13.671565,41.663838845647994,31.48232002366406,74.77720295302075,0,18.398061310845407,1.9167715502775522,2625.709467343995,3617.5642977509065,3.327252179003594,50.76344809171013,none
2025-02-21 22:09:13.671565,22.735096338665457,34.52050574229231,62.45498681794313,0,23.22914576548337,70.3667144134906,2293.888137902104,3507.5781537685375,0.6359252712636836,76.11216214629994,none
2025-02-21 22:14:13.671565,45.63547027518508,43.396111934203994,57.44812828485716,0,14.833420712827447,2.587067228859347,2443.2247242660774,2894.593110867998,2.441719000666294,49.589881384266384,none
2025-02-21 22:19:13.671565,30.990419651217927,69.32113587278566,42.953780418228845,0,50.63445537788739,47.14310005002823,4423.301880496452,2236.5642315733967,2.632861515579435,99.9353970741184,none
2025-02-21 22:24:13.671565,35.62459375310085,50.217634988939814,59.16866474278506,0,19.75376541461232,20.591218339010446,3377.7980786542157,1756.083927349963,0.9677527338974241,111.80241336580686,none
2025-02-21 22:29:13.671565,30.974400816559047,31.457963059543065,68.23423184562311,0,27.059458360804676,21.329302954348194,4232.379075974402,2923.3568190310684,0.6112670316220284,102.21380299024685,none
2025-02-21 22:34:13.671565,67.78417276763406,68.81507541136008,69.4563342756763,0,36.92449593044215,42.07034267633641,7655.021388706419,2787.701392554416,0.8975700171266116,235.9839882642387,none
2025-02-21 22:39:13.671565,39.79754162893099,60.96500940178222,65.0436506571841,0,30.05221415342271,50.36870513299309,2660.6570496679606,2207.728808995522,1.8596288648135877,53.50937523298459,none
2025-02-21 22:44:13.671565,24.134336065661493,58.076524358246786,54.5870090503776,1,24.08663983197629,23.867864323549625,5599.202187093445,2744.461714664141,3.160207612884088,372.386537622501,none
2025-02-21 22:49:13.671565,86.14672246925637,94.36172962497305,91.79690822222672,0,28.514104900425572,23.379181640561466,2630.4042937774925,3250.8922793702804,1.9620151944169204,103.65980066496931,resource_exhaustion
2025-02-21 22:54:13.671565,21.687345250434667,85.91542850873677,55.04784901995265,0,23.91410534049841,20.57650164234891,2330.139083250482,4069.8684085401455,1.1404174599590904,20.885533366052734,none
2025-02-21 22:59:13.671565,43.132953925071334,82.77642342554168,56.956551289460485,0,27.455431403250582,43.22060567130642,5742.583762636414,3195.062805488632,2.382702634423731,41.64665348506309,none
2025-02-21 23:04:13.671565,10.604948141803366,39.69926985495057,56.87071032809986,0,33.905465704266526,24.292075121744638,6349.87266454746,2824.384894869006,3.9409303481568903,133.65061858448178,none
2025-02-21 23:09:13.671565,20.077209266523543,74.35827489216729,66.18556356977925,0,19.633126862001703,59.3306829220509,6578.062412660439,2176.5580225930635,3.641768314812616,189.0203836519098,none
2025-02-21 23:14:13.671565,42.952918538036855,55.747522846383504,79.85676411014839,1,40.804406961128876,22.693247874713272,7221.927529714118,2255.533010441435,0.9759330349911258,104.89496218907968,none
2025-02-21 23:19:13.671565,51.07699869993115,57.486437242066245,61.23529201841093,1,30.72686727282062,48.12701240975501,4645.443047424402,3216.4453459864126,0.49603506947206427,34.02635964871659,none
2025-02-21 23:24:13.671565,42.57052421784956,24.61593752535007,57.832682108435385,0,24.165120375686364,63.17012020174357,5549.936253322419,3270.7489761922075,0.3770514400775742,32.8610412092179,none
2025-02-21 23:29:13.671565,38.265275764176394,47.44421351917706,57.407781869959074,0,26.84366145791061,41.03231296896296,4229.2946518331155,2777.750608424074,78.15052909628383,646.6766554143152,service_disruption
2025-02-21 23:34:13.671565,35.48344456616067,37.807646144951526,61.24384766907714,0,41.67450417876661,13.144550396947924,7585.879925019669,3905.0767315371086,0.17349435235949584,44.65145634266339,none
2025-02-21 23:39:13.671565,17.822170144488588,62.42088222339964,51.71706239651601,0,38.18408793431518,46.001030220103566,3177.36675297977,3058.8369581201114,82.46334745996616,647.783824779844,service_disruption
2025-02-21 23:44:13.671565,29.20233687407937,66.06620750604208,61.20198558746055,1,32.399715905526776,36.30522880595098,6001.623175886254,2513.6114035099495,0.4246233815304857,127.00484393729693,none
2025-02-21 23:49:13.671565,33.09041843560319,18.88270473475533,64.50812336331799,0,23.995301835968014,39.37536372698228,482.63012439774633,240.76420644542753,49.81373162429807,57.94857768781324,network_issue
2025-02-21 23:54:13.671565,55.856833393283736,49.66947703993594,62.09686063574488,0,35.6824371113879,63.790672851840895,5219.981873141573,2277.855323208881,0.19583716536026638,83.8497057839192,none
2025-02-21 23:59:13.671565,45.15427434352692,66.82792257191377,64.57541934004782,0,30.141594795185036,40.77361886428997,1787.1282870627342,3480.026999403937,0.8175520228653163,54.42887319909764,none
2025-02-22 00:04:13.671565,101.32397975790782,92.44077191311351,90.38464692723052,0,47.45669028672987,47.70148617248994,5453.189249088619,2378.6572946357355,3.4487554140279806,233.70892273263513,resource_exhaustion
2025-02-22 00:09:13.671565,44.86125954092192,60.93595467503547,42.28103317753556,0,29.624550420760084,30.069235666025527,8948.233634319871,3107.567707306824,82.30845026994571,761.7510318884166,service_disruption
2025-02-22 00:14:13.671565,34.22376579375525,55.26748201440626,66.36870158395404,8,88.68048192543,90.16298433365363,3882.693594504947,2151.510071674557,1.884696208653014,32.16800206937855,pod_failure
